starttime,endtime,today,deviceid,malaria_intro,readiness_assessment_checklist,gps1_longitude,gps1_latitude,gps1_altitude,gps1_accuracy,gps1,time_of_assessment,date_of_visits,name_supervisor,organisation,other_organisation,region,district,planning_coordination,operational_plan_develop_1_1,coordination_team_established_1_2,micro_plan_finalized_1_3,funds_received_1_4,funds_distributed_1_5,funds_distributed_1_6,comments_planning_coordination,training,health_workers_trained_2_1,com_health_volunteers_trained_2_2,supervisors_identified_and_trained_2_3,comments_training,m_e,supervision_plan_developed_3_1,monitoring_tools_received_3_2,monitoring_tools_delivered_at_hf_3_3,comments_m_e,cold_chain_and_logistics,sufficient_coldchain_capacity_4_1,waste_mgt_assessment_4_2,vaccines_mgt_supplied_vaccines_4_3a,vaccines_mgt_supplied_ad_syringes_0_5ml_4_3b,vaccines_mgt_supplied_safety_boxes_4_3c,vaccines_mgt_supplied_comments_cold_chain_and_logistics,advocacy_communication,acsm_mgt_delivered_5_1,acsm_mgt_implemented_5_2,community_awareness_verified_5_3,comments_advocacy_communication,overall_comments_note,overall_comments,thank_you,meta_instance_id,id,system_submission_date,system_updated_at,system_submitter_id,system_submitter_name,system_attachments_present,system_attachments_expected,system_status,system_review_state,system_device_id,system_edits,system_form_version,odata_context
2025-03-03T08:47:27Z,2025-03-06T20:20:04Z,2025-03-03T00:00:00Z,collect:L6jdzBXEiscDEj1Y,NA,NA,32.8997679,2.2483009,1100,4.7,,3m,2025-03-05T00:00:00Z,Dr Cathy TABARO,gov_moh,NA,Lango,Lira City,NA,no,yes,yes,no,no,no,No monthly meeting conducted only quartely meeting ( Performance review meeting are being conducted),NA,no,no,yes,Supervisors are identified but not trained. No one is actual trained yet per malaria vaccination ,NA,no,no,no,No tool has been delivered yet ,NA,no,yes,no,no,no,Anumber of facilities without functional fridges and vaccine carriers,NA,no,no,yes,Community is aware of the vaccine but not sure of the timing for the vaccine introduction,NA,"Training gap
Vaccine carrier gap
Functional fridges gaps ",NA,uuid:f3bfde07-6464-42d6-9a86-3a0ec75e8a8c,uuid:f3bfde07-6464-42d6-9a86-3a0ec75e8a8c,2025-03-06T20:20:08.802Z,NA,1124,moh_assessor,0,0,NA,NA,collect:L6jdzBXEiscDEj1Y,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T09:17:59Z,2025-03-06T13:51:07Z,2025-03-03T00:00:00Z,collect:d71QdNcagpZjOVFR,NA,NA,30.8439317,-0.2095233,1319.8999999999999,5,,3m,2025-03-03T00:00:00Z,Kemigisha Jackline,gov_moh,NA,Ankole,Kiruhura,NA,no,no,no,no,no,no,Key district stakeholders should be trained earlier to do enough mobilisation,NA,no,no,no,All community health volunteers trained should be implemented in the exercise to give moral of the next activities other than being left out,NA,no,no,no,Monitoring and supervision should not be left out to only health team but also include district stakeholders like RDC's and other politicians who easily catch up big masses in communities ,NA,yes,yes,no,no,no,NA,NA,no,no,no,ACSM materials should be delivered in time to avoid rush hours of mobilisation and sensitization,NA,"Citizens should be given enough health education.

Ways to build confidence in citizens to partake new vaccines.

Social media should be regulated on national matters especially health.",NA,uuid:1a8a0a00-ecbe-4a2b-942c-8f1a84433b83,uuid:1a8a0a00-ecbe-4a2b-942c-8f1a84433b83,2025-03-06T13:51:17.688Z,NA,1124,moh_assessor,0,0,NA,NA,collect:d71QdNcagpZjOVFR,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-05T07:03:15Z,2025-03-06T13:37:31Z,2025-03-05T00:00:00Z,collect:d71QdNcagpZjOVFR,NA,NA,30.8163278,-0.8148953,1227,4.9,,3m,2025-03-05T00:00:00Z,Kemigisha Jackline,gov_moh,NA,Ankole,Isingiro,NA,no,no,no,no,no,no,Mobilisation and sensitization should be done from top to bottom levelling from Rdc to LC other than the technical health team only,NA,no,no,no,Training should be done in time to give ample time for zero it the community with big masses to do effective mobilisation ,NA,no,no,no,Key stakeholders should be so much involved than leaving it to the technical health team in particular politicians to have a bigger hand,NA,yes,yes,no,no,no,NA,NA,no,no,no,The time frame for mobilisation should be lengthened for the health team to sensitive enough masses in the community,NA,"Acsm materials should be delivered like three months before the date of the launch to ease mobilisation and sensitization.

Key district stakeholders should be involved encourage big uptake of vaccines through their mobilisation and sensitization e.g politicians like LC5 ,MPs and others including his excellency",NA,uuid:99db5bc3-d9cc-4ba3-a0f3-7473954d3999,uuid:99db5bc3-d9cc-4ba3-a0f3-7473954d3999,2025-03-06T13:37:41.483Z,NA,1124,moh_assessor,0,0,NA,NA,collect:d71QdNcagpZjOVFR,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-06T07:41:07Z,2025-03-06T10:56:29Z,2025-03-06T00:00:00Z,collect:GCaIg7qePoyLZu4E,NA,NA,34.6085626,2.0827112,1195,5,,3m,2025-03-06T00:00:00Z,Yasiini Nuwamanya,gov_moh,NA,Karamoja,Nabilatuk,NA,no,yes,no,no,no,yes,Operational plans for the different activities not yet developed. The funds have also not yet been released from MOH.,NA,no,no,no,Supervisors are not yet trained. The district is still waiting for the central supervisor for training. ,NA,no,yes,no,"The VCBs were insufficient,  and only 2/6 health facilities received the VCBs.",NA,yes,no,no,no,no,The vaccines and supplies have not yet been delivered by NMS,NA,no,no,no,ACSM activities at the community level have not yet started. All the 5 community members interviewed didn't know the implementation dates. The microplan is not yet finalized.,NA,"The district is still unprepared for MVI. However,  the team agreed on actions to improve readiness.",NA,uuid:4bbbe95c-81d4-4f28-9943-2de3866343a1,uuid:4bbbe95c-81d4-4f28-9943-2de3866343a1,2025-03-06T12:55:16.324Z,NA,1124,moh_assessor,0,0,NA,NA,collect:GCaIg7qePoyLZu4E,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T08:08:28Z,2025-03-06T11:59:08Z,2025-03-04T00:00:00Z,collect:MGl4lhGl8SpDIH5l,NA,NA,32.7403173,0.3613543,1204.1,4.06,,3m,2025-03-04T00:00:00Z,Michael Turyasingura,gov_moh,NA,North_Central,Mukono,NA,no,yes,yes,no,no,no,"Team lead by DHO, CAO, RDC, LC5 and DISO but waiting for information on when to start the coordination meetings.

Budget and timelines are not yet provided",NA,no,no,no,Funds have not been received ,NA,no,yes,yes,Trainings on low level facilities have not happened due to lack of facilitation,NA,yes,yes,no,no,no,"Vaccines have not yet been received.
District has 5 fridges however none of them is a solar refrigerator.",NA,no,no,no,NA,NA,"Budget and timelines should be sent to the district to enable them plan for the campaigns.

There's need for intensive awareness and sensitisation from the national level to the district to increase acceptance of vaccines.",NA,uuid:3f53072b-9bc5-48b8-a9fb-066d79def96e,uuid:3f53072b-9bc5-48b8-a9fb-066d79def96e,2025-03-06T11:59:09.986Z,NA,1124,moh_assessor,0,0,NA,NA,collect:MGl4lhGl8SpDIH5l,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-05T06:24:30Z,2025-03-06T11:07:38Z,2025-03-05T00:00:00Z,collect:KoYyW1vxhXEVVBhV,NA,NA,34.0802023,0.4616335,1210.199951171875,4.829,,3m,2025-03-05T00:00:00Z,NAMANYA PETER,gov_moh,NA,Bukedi,Busia,NA,no,yes,no,no,no,yes,NA,NA,no,no,no,They are all trained by specifically on the other antigens but not this Malaria,NA,no,yes,yes,Supervision plans to be Reviwed from other routine programs.,NA,no,yes,no,no,no,Some need repair since they are missing gas and sensors,NA,yes,yes,yes,They have a variety of communication channel so it is not a challenge.,NA,The districts overall perfomance not bad if the remaining fields are addressed and actions taken,NA,uuid:d844c49c-d526-41e6-9883-a84e5e5e26fe,uuid:d844c49c-d526-41e6-9883-a84e5e5e26fe,2025-03-06T11:07:39.317Z,NA,1124,moh_assessor,0,0,NA,NA,collect:KoYyW1vxhXEVVBhV,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-06T09:52:03Z,2025-03-06T10:19:45Z,2025-03-06T00:00:00Z,205772778359415,NA,NA,31.53140926,3.24679783,655.8636056519,65.221,,3m,2025-03-06T00:00:00Z,Sanyu Busingye,gov_moh,NA,West_Nile,Obongi,NA,no,yes,yes,no,no,yes,The ministry should give us more guidance ,NA,no,no,no,Not sensitised,NA,no,yes,yes,"But tools have a lot of stockouts, recieved some ",NA,yes,yes,no,no,no,They have springes and boxes for different vaccines,NA,no,no,no,"No social mobiliazation done,Social mobialztion tools should be made available",NA,They should communicate the rollout plan to enable districts caught the plans in there plans ,NA,uuid:ff4b4bab-2d72-4559-94f9-2020edeac333,uuid:ff4b4bab-2d72-4559-94f9-2020edeac333,2025-03-06T10:21:04.782Z,NA,1124,moh_assessor,0,0,NA,NA,imei:BA5EE2EE-83D9-41DE-BD31-47C864EE1D55,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-06T07:00:45Z,2025-03-06T07:30:20Z,2025-03-06T00:00:00Z,205772778359415,NA,NA,31.72771837,3.65132748,995.6668457582,4.445,,3m,2025-03-06T00:00:00Z,Sanyu Busingye,gov_moh,NA,West_Nile,Moyo,NA,no,no,yes,no,no,yes,They usually talk but Malaria vaccine but not in details,NA,no,no,no,They were not sensitazed so they have not planned,NA,no,yes,yes,They have not been sensitized,NA,yes,yes,no,no,no,They have but for other vaccines ,NA,no,no,no,Sensitisation of the district and sub county leaders,NA,"The district is not ready since it has not been sensitazed , oriented on malaria vaccine implementation ",NA,uuid:fe839819-75e0-4121-94cf-94510fe4ce6c,uuid:fe839819-75e0-4121-94cf-94510fe4ce6c,2025-03-06T10:21:04.768Z,NA,1124,moh_assessor,0,0,NA,NA,imei:BA5EE2EE-83D9-41DE-BD31-47C864EE1D55,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T09:19:10Z,2025-03-06T08:52:45Z,2025-03-04T00:00:00Z,collect:OSGn3vs3bU8oBcIJ,NA,NA,32.7451683,3.5636014,1083,4.988,,3m,2025-03-04T00:00:00Z,Mpagi Henry Tumusiime,gov_moh,NA,Acholi,Lamwo,NA,yes,yes,yes,no,no,no,Coordination still hindered by lack of funds and training.,NA,no,no,no,Training is not yet done concerning  management  of Malaria vaccine.,NA,no,yes,no,Supervision  plans are there but not yet implemented.,NA,yes,yes,no,no,no,Cold chain capacity  is adequate  and sufficient. Waste management  has always been well done.,NA,no,no,no,Community  ought to first  be sensitized and communication  flow is still hindered  by lack of funds.,NA,Lamwo district  team is ready to receive training  and Malaria vaccines. They are worried of messages on social media  decampaining the malaria vaccine.,NA,uuid:1b70abb8-d3a0-4949-8209-e3f44fcb1c6e,uuid:1b70abb8-d3a0-4949-8209-e3f44fcb1c6e,2025-03-06T08:52:48.214Z,NA,1124,moh_assessor,0,0,NA,NA,collect:OSGn3vs3bU8oBcIJ,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T07:55:05Z,2025-03-06T08:41:53Z,2025-03-04T00:00:00Z,collect:OSGn3vs3bU8oBcIJ,NA,NA,32.8792053,3.2922001,926,5,,3m,2025-03-04T00:00:00Z,Mpagi Tumusiime Henry,gov_moh,NA,Acholi,Kitgum,NA,yes,yes,yes,no,no,no,"Some indetified  health team staff attended the micro planning workshop,micro plans finalized and have indetified and are yet  start coordination meetings.",NA,no,no,no,"Funding  expected  soon to start on training  health  workers,volunteers  and supervisors.",NA,no,yes,yes,EPI data tools already  received but not yet used. Awaiting  training. ,NA,yes,yes,no,no,no,There is sufficient  cold chain capacity and vaccines are yet to be delivered. ,NA,no,no,no,Resources to enable and ensure community awareness including  funds not yet received. ,NA,Kitgum health team is ready  to start implementation of the Routine  Malaria vaccine.They are waiting for funding and availability of resources  from MOH.,NA,uuid:80c25967-6e99-41c6-9038-569eec45273f,uuid:80c25967-6e99-41c6-9038-569eec45273f,2025-03-06T08:41:55.197Z,NA,1124,moh_assessor,0,0,NA,NA,collect:OSGn3vs3bU8oBcIJ,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-05T13:45:42Z,2025-03-06T07:43:55Z,2025-03-05T00:00:00Z,collect:qApiC5KDl395xNtX,NA,NA,33.7508992,0.5677217,0,1799.999,,3m,2025-03-05T00:00:00Z,Kizito Ali,gov_moh,NA,Busoga,Bugiri,NA,no,yes,yes,no,no,yes,The teams were advised to always discuss on MVI during the coordination meeting since there was no discussion over it in the previous meetings,NA,no,no,no,Teams have not been trained awaiting for the funds,NA,no,yes,yes,NA,NA,yes,yes,no,no,no,NA,NA,no,no,no,NA,NA,The district stands at 42% readiness ,NA,uuid:b42ac730-d05a-4b18-ac4a-6d44d9393fdc,uuid:b42ac730-d05a-4b18-ac4a-6d44d9393fdc,2025-03-06T07:43:56.927Z,NA,1124,moh_assessor,0,0,NA,NA,collect:qApiC5KDl395xNtX,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T08:14:38Z,2025-03-06T07:35:31Z,2025-03-03T00:00:00Z,collect:qApiC5KDl395xNtX,NA,NA,33.4840722,0.4479681,1195,19.833,,3m,2025-03-03T00:00:00Z,Kizito Ali,gov_moh,NA,Busoga,Mayuge,NA,no,yes,yes,no,no,yes,DHO to follow up with MoH on the funds,NA,no,no,no,No funds has been received yet to  support the trainings,NA,no,yes,yes,The district committed to develop the supervision plan in the next coordination meeting on 20/3/2025,NA,yes,no,no,no,no,Fff,NA,no,no,no,"The intends to use radios, community radios and VHTs for information dissemination ",NA,The district MVI readiness is at 37%. The community has no idea on malaria vaccination ,NA,uuid:a1989625-bc81-4d50-98e6-b9dae4df3335,uuid:a1989625-bc81-4d50-98e6-b9dae4df3335,2025-03-06T07:35:33.327Z,NA,1124,moh_assessor,0,0,NA,NA,collect:qApiC5KDl395xNtX,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T05:29:56Z,2025-03-06T06:45:13Z,2025-03-04T00:00:00Z,collect:GdmUj5KIfPlU7Te0,NA,NA,31.7378739,-0.3142502,1245.699951171875,4.78,,3m,2025-03-05T00:00:00Z,Kobugabe Fatihiyah,gov_moh,NA,South_Central,Masaka,NA,yes,yes,yes,no,no,no,Coordination meetings need to take place,NA,no,no,no,Need to conduct all the trainings,NA,no,no,no,Need to deliver the monitoring tools on time,NA,yes,yes,no,no,no,Every thing is okay. Just waiting for the vaccine to be delivered,NA,no,no,no,Advocacy at the community level,NA,"Vaccines are too many , myths about vaccines should be corrected , counteract negative messages about the vaccine using the trending social media channels , operating distance for Masaka district to the villages is long, funds given are not enough , Include M&E budget since data is crucial, IEC materials are usually not enough",NA,uuid:bafbdd6e-2c8e-4e56-ae8a-c608a70ef61d,uuid:bafbdd6e-2c8e-4e56-ae8a-c608a70ef61d,2025-03-06T06:45:45.877Z,NA,1124,moh_assessor,0,0,NA,NA,collect:GdmUj5KIfPlU7Te0,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T11:12:22Z,2025-03-03T11:19:40Z,2025-03-03T00:00:00Z,collect:GdmUj5KIfPlU7Te0,NA,NA,31.5591872,-0.6256819,1173.699951171875,4.6,,3m,2025-03-03T00:00:00Z,Kobugabe Fatihiyah,gov_moh,NA,South_Central,Kyotera,NA,no,no,yes,no,no,no,"Conducting meetings to prepare for the vaccine introduction, No guidelines provided, ",NA,no,no,no,Need financial guidelines in order to start training ,NA,no,no,no,Training of health workers ,NA,yes,no,no,no,no,NA,NA,no,no,no,"Need to do health education, Convincing people to take up the vaccine ",NA,"Training , Health Education and mobilization , Advocacy at the community level , Efficacy of the vaccine and it's protective window ",NA,uuid:8c4395ce-2378-4869-8a36-a5cb6e7c4c08,uuid:8c4395ce-2378-4869-8a36-a5cb6e7c4c08,2025-03-06T06:40:01.725Z,NA,1124,moh_assessor,0,0,NA,NA,collect:GdmUj5KIfPlU7Te0,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T11:12:37Z,2025-03-06T05:40:44Z,2025-03-03T00:00:00Z,908335674816404,NA,NA,31.25070005,3.45341791,969.5126124573,80.708,,3m,2025-03-03T00:00:00Z,Patience Niwandinda,gov_moh,NA,West_Nile,Yumbe,NA,yes,yes,yes,no,no,yes,NA,NA,yes,no,no,NA,NA,no,no,no,NA,NA,yes,yes,no,no,no,NA,NA,yes,yes,no,NA,NA,NA,NA,uuid:1bcfdc3a-fe19-4b3e-a825-75639bd5448a,uuid:1bcfdc3a-fe19-4b3e-a825-75639bd5448a,2025-03-06T05:42:43.682Z,NA,1124,moh_assessor,0,0,NA,NA,imei:90833D67-C816-40CA-BF12-48E6351D5907,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T18:46:59Z,2025-03-04T08:21:58Z,2025-03-03T00:00:00Z,collect:eZC1L1TORg06hIMR,NA,NA,33.9511023,1.0152907,1125.4,4.833,,3m,2025-03-03T00:00:00Z,Agnes Gimbo,gov_moh,NA,Bukedi,Budaka,NA,no,no,no,no,no,no,"NMS to deliver vaccines and other logistics in a timely manner. This allows timely distribution to health facilities, manuals are used for district and Sub county trainings.IEC materials create awareness before the activity lock starts

Reporting tools should be adequate for the campaign

Funds and the cash limits to be sent to districts early to avoid delay in  payments and accountability accountability an

Coordination meeting s to be activated",NA,no,no,no,"Refreshments and stationery be improvised during training.

Manuals that are to be used in the training to be delivered on time 

Trainings are usually conducted a week before the campaign inorder for them not to forget. I think that's why they haven't been trained to",NA,no,no,no,Need to bring those tools in time. UHA is no longer in Budaka to support in delivery.,NA,yes,no,yes,no,yes,Waiting for NMS to deliver the rest. However safety boxes are enough,NA,no,no,no,"Community partially knows about Malaria

Need dry cells for megha phones 200pairs

Early distribution of IEC materials

Orientation of LC1, VHTs, cultural leaders, religious leaders, influencers.

Radio announcement should be running by now.",NA,"Micro planning started yesterday and is on upto Friday

Accountant is going to Kampala to do resubmission of BCU funds as guided by the accounts department at Ministry of Health.

Delivery of vaccines and other logistics  should come on time.

UHA used to support Budaka district with delivery of monitoring tools. As of now UHA is non existent. Ministry should plan for them as well.

Expiry period of EFT is to short given the dynamics associated with accessing funds. It is a humble request it goes to at least 15 days as opposed to 8

Training manuals to be delivered same time with vaccines. This is simply because they are a guide to all trainings.

About radio  announcement, DHO is going to engage the service providers  to see to it that MVI announcements start running.

Budaka District Vaccine Store. has need for new 2 deep freezers  and 50 vaccine carriers. There is only one deep freezer at the DVS 
Also 200 icepacks",NA,uuid:ffd7e997-4310-40a7-86c1-1dea4692b9f3,uuid:ffd7e997-4310-40a7-86c1-1dea4692b9f3,2025-03-05T21:02:14.362Z,NA,1124,moh_assessor,0,0,NA,NA,collect:eZC1L1TORg06hIMR,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-05T11:30:32Z,2025-03-05T20:27:36Z,2025-03-05T00:00:00Z,collect:lRiD4nQzuA2eg0pu,NA,NA,32.581631,0.315169,0,1,,3m,2025-03-06T00:00:00Z,Nakyanzi Shamillah,gov_moh,NA,South_Central,Lwengo,NA,yes,no,yes,no,yes,yes,The district has not received  funds yet to implement planned activites.,NA,no,no,yes,supervisors are identified however not yet trained.,NA,yes,no,no,The district has not yet received the updated registers and child cards.,NA,yes,no,no,no,no,Timely delivery of vaccines.,NA,no,yes,no,"Areas that need attention include community moblization and sentizition,training of key stakeholders,health worksers
Radio talk shows,community dialogues.",NA,"Need for community mobilization
Delivery of  updated  registers and child health cards.",NA,uuid:5d0b3126-aa8b-4f5c-959a-40e9f9df8a9d,uuid:5d0b3126-aa8b-4f5c-959a-40e9f9df8a9d,2025-03-05T20:27:38.345Z,NA,1124,moh_assessor,0,0,NA,NA,collect:lRiD4nQzuA2eg0pu,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-05T08:20:30Z,2025-03-05T20:20:11Z,2025-03-05T00:00:00Z,collect:lRiD4nQzuA2eg0pu,NA,NA,32.5816307,0.315169,0,1,,3m,2025-03-05T00:00:00Z,NAKYANZI SHAMILLAH,gov_moh,NA,South_Central,Rakai,NA,yes,yes,no,no,no,no,"1)Need to know how many outreaches are budgeted for.
2)Request to cover the entire population of the under 6-59 months which is 5864.
3)Timely delivery of vaccines,funds and IEC materials and logistics.
4)Adequately Budget for district task force to plan and coordinate  for the activities.ie fuels.
5)Ips have been sentising communities on the malaria vaccine with communication stand polls",NA,no,no,no,supervisors and trainings will be identified and conducted  as per the budget allocations.,NA,yes,yes,yes,waiting for delivery of vaccines in the district.,NA,yes,yes,no,no,no,timely delivery of the above materials,NA,no,no,no,communication is on going on radio however dates and venues are not confirmed.,NA,"1)budget for Hard to reach areas were cars cannot reach,floods etc
2)Need communication vans for two weeks,mega phones and cells
3)translate IEC materias to 20% english 50% luganda 30% lunyakole.",NA,uuid:c2b34ca1-cf1a-47d4-b574-272b172194e8,uuid:c2b34ca1-cf1a-47d4-b574-272b172194e8,2025-03-05T20:20:12.681Z,NA,1124,moh_assessor,0,0,NA,NA,collect:lRiD4nQzuA2eg0pu,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T08:45:50Z,2025-03-05T19:38:07Z,2025-03-04T00:00:00Z,collect:LEDNomTpyY7BXZQ8,NA,NA,33.6584083,2.6989683,1161.9000244140625,4.966,,3m,2025-03-04T00:00:00Z,Tonny Tindyebwa,gov_moh,NA,Karamoja,Abim,NA,no,no,yes,no,no,no,Budget communication from the centre to guide further actions,NA,no,no,no,These activities to be guided by the budget which is expected from the Centre,NA,no,no,yes,Only updated child health cards so far received though not adequate,NA,yes,no,no,no,no,"Waste mgt support items like adequate color coded bins, liners not enough in facilities.",NA,no,no,no,Activities haven't commenced yet due to absence of the budget guidance,NA,"1. Allocate MVI implementation budget as informed by the District Micro-plan.
2. Ensure timely delivery of MVI supplies to allow for adequate mobilization of distribution resources like Vehicles to ensure effective last-mile reach
3. Ensure distribution of cold chain equipment maintainance parts (thermostats, compressors, starting devices, air censors) to the District to enable quick fixing of malfunctioning as a result of adverse weather challenges like lightening
4. Fix delays and variations experiences with e-payments
5. Ensure staff from hard-to reach sites are adequately facilitated to participate in implementation activities: For example, some whom are invited from some Sub counties to districts travel about 75kms and spend about 100,000/= on a complete journey while those from such sub counties to selected S/C training sites travel about 25Kms and spend about 40,000/=",NA,uuid:69fd166b-9b3b-4e06-8bc7-1b1c5fc658fd,uuid:69fd166b-9b3b-4e06-8bc7-1b1c5fc658fd,2025-03-05T19:38:08.635Z,NA,1124,moh_assessor,0,0,NA,NA,collect:LEDNomTpyY7BXZQ8,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T11:24:37Z,2025-03-05T19:13:29Z,2025-03-03T00:00:00Z,collect:ZGXQPIs8xpj0E5cT,NA,NA,32.7180731,1.9928996,1044.5,4.476,,3m,2025-03-05T00:00:00Z,Doreen Ruth Akuno,gov_moh,NA,Lango,Kwania,NA,no,no,yes,no,no,no,Planning hasn't started. The district is still waiting for funds and the guidelines.,NA,no,no,no,The district is waiting for the guidance from MoH.,NA,no,no,no,The Ministry tends to delay on the delivery of tools and they come in very late.,NA,yes,no,no,no,no,Vaccines and logistics not yet received from the NMS,NA,no,no,no,Fuel is always for this activity and that makes it hard to reach the hard to reach areas.,NA,"The district is in high gear to introduce MV into the routine.
 Funds should come on time with the budget and that should not be altered because it gives the district alot of challenges.
IEC materials should come early enough so that the eyes can capture early.
Adho and dho fuel should be adequate enough for running up and down for supervision. 
Biostatistician needs to be chartered  for during planning.",NA,uuid:9242bd68-cb25-4d58-af24-a808b586da59,uuid:9242bd68-cb25-4d58-af24-a808b586da59,2025-03-05T19:13:30.808Z,NA,1124,moh_assessor,0,0,NA,NA,collect:ZGXQPIs8xpj0E5cT,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T06:41:07Z,2025-03-05T17:00:27Z,2025-03-04T00:00:00Z,collect:sVfyP78Ahn2pVhsg,NA,NA,33.6120945,1.7152127,1114.199951171875,64.1,,3m,2025-03-04T00:00:00Z,Dr. Louis B. Bayo,gov_moh,NA,Teso,Soroti,NA,no,yes,no,no,no,no,"Teams undergoing a RED/REC training and the Malaria microplan will be completed after the session.
DLG urged to start cost neutral activities like mobilisation using RCCs airtime which has been availed. Healthworkers paid last week for BCU, expected to be easily mobilised. Pending submission of accountabilities to MOH. Team advised to fast track submission so funds for MVI, HSS are timely released. Microplan expected by Friday 7th. ",NA,no,no,yes,The DLG is large and requires decentralised training,NA,no,no,no,Urgent request for HMIS tools,NA,yes,yes,no,no,no,NA,NA,no,no,no,ACSM materials need to be delivered timely and ahead of time. ,NA,The Soroti DLG should start urgent coordination meetings and complete the microplan timely.,NA,uuid:5dc35e3a-2c6e-494d-b4a6-5dc7b4b58224,uuid:5dc35e3a-2c6e-494d-b4a6-5dc7b4b58224,2025-03-05T17:02:23.128Z,NA,1124,moh_assessor,0,0,NA,NA,collect:sVfyP78Ahn2pVhsg,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T09:06:37Z,2025-03-05T16:51:40Z,2025-03-03T00:00:00Z,collect:sVfyP78Ahn2pVhsg,NA,NA,33.612062,1.7156325,1114.800048828125,98.06,,3m,2025-03-03T00:00:00Z,Dr. Louis B. Bayo,gov_moh,NA,Teso,Soroti City,NA,yes,yes,no,no,no,yes,"Front line Healthcare workers paid last week for BCU pending submission of accountabilities to MOH. Account has been tasked to submit before 7th. Microplan incomplete, Biostat to complete 4th and submit by 7th",NA,yes,yes,yes,Nil,NA,yes,no,no,Biostat to follow up on new tools ,NA,yes,yes,no,no,no,Routine preventive maintenance and removing expired vaccines off the cold chain system,NA,no,no,no,Message hasn't trickled to community sampled. The city needs PAS to access heavily populated areas in the city like markets.,NA,"Incomplete microplan needs to be fasttracked. The CCCT needs to confirm CCE functionality in all immunizing facilities both private and public. The message needs to be amplified to the community through all avenues i.e church announcements,  PAS, political mobilizers, VHTs, etc",NA,uuid:c642e850-284c-4070-b2b0-0bc57029a797,uuid:c642e850-284c-4070-b2b0-0bc57029a797,2025-03-05T16:51:44.377Z,NA,1124,moh_assessor,0,0,NA,NA,collect:sVfyP78Ahn2pVhsg,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
